treatment,species,individual,year,abundance,notes id,order,notes_id,guild,bodylength_mm,stage
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.3,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.6,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.3,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.3,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.3,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.5,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.8,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.8,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.1,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.5,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.5,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.5,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.5,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.2,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.5,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.8,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.2,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.5,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.2,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.9,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.2,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.1,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.5,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.8,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.5,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.2,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.5,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.5,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.2,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.8,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.7,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.5,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.1,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4.1,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.2,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.5,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.1,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12,Juvenile
no predators+fertilised,Alnus,APF21,2020,1,Diptera,Diptera,Cecidomyiidae,No relationship,4,Adult
no predators+fertilised,Alnus,APF21,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,10,NA
no predators+fertilised,Alnus,APF21,2020,1,Coleoptera,Coleoptera,Latridiidae,No relationship,2,Adult
fertilised,Tillia,TF3,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2.5,Adult
fertilised,Tillia,TF3,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2.5,Adult
fertilised,Tillia,TF3,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2,Adult
fertilised,Tillia,TF3,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2.8,Adult
fertilised,Tillia,TF3,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2,Adult
fertilised,Tillia,TF3,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2.5,Adult
fertilised,Tillia,TF3,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2.5,Adult
fertilised,Tillia,TF3,2020,1,Elateridae,Coleoptera,NA,Chewing,10,Adult
fertilised,Tillia,TF3,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12,Juvenile
fertilised,Tillia,TF3,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,14,Juvenile
fertilised,Tillia,TF3,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,16,Juvenile
fertilised,Tillia,TF3,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12,Juvenile
fertilised,Tillia,TF3,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,40,NA
fertilised,Tillia,TF3,2020,1,Heteroptera,Heteroptera,NA,Sucking,4,Adult
fertilised,Tillia,TF3,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3.1,Adult
fertilised,Tillia,TF3,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3.2,Adult
fertilised,Tillia,TF3,2020,1,Diptera,Diptera,Asilidae,Predator,8,Adult
fertilised,Tillia,TF3,2020,1,Diptera,Diptera,Cecidomyiidae,No relationship,3.5,Adult
fertilised,Tillia,TF3,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,40,NA
fertilised,Tillia,TF3,2020,1,Araneae,Araneae,NA,Predator,2,Adult
fertilised,Tillia,TF3,2020,1,Collembola,Collembola,Entomobryidae,No relationship,1.5,Adult
fertilised,Tillia,TF3,2020,1,Hymenoptera,Hymenoptera,Braconidae,Predator,3.5,Adult
fertilised,Tillia,TF3,2020,1,Hymenoptera,Hymenoptera,Braconidae,Predator,2,Adult
fertilised,Tillia,TF3,2020,1,Hymenoptera,Hymenoptera,Braconidae,Predator,2,Adult
fertilised,Tillia,TF3,2020,1,Hymenoptera,Hymenoptera,Chalcidoidea,Predator,1.1,Adult
fertilised,Tillia,TF5,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,15,Juvenile
fertilised,Tillia,TF5,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,17,Juvenile
fertilised,Tillia,TF5,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,40,NA
fertilised,Tillia,TF5,2020,1,Araneae,Araneae,NA,Predator,4.5,Adult
fertilised,Tillia,TF5,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,3.3,Adult
fertilised,Tillia,TF5,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,3,Adult
fertilised,Tillia,TF5,2020,1,Psocoptera,Psocoptera,NA,No relationship,2,Adult
fertilised,Tillia,TF5,2020,1,Psocoptera,Psocoptera,NA,No relationship,1.8,Adult
fertilised,Tillia,TF5,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2,Juvenile
fertilised,Tillia,TF5,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,2.3,Juvenile
fertilised,Tillia,TF5,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.8,Juvenile
fertilised,Tillia,TF5,2020,1,Diptera,Diptera,Brachycera,No relationship,3,Adult
fertilised,Tillia,TF5,2020,1,Diptera,Diptera,Asilidae,Predator,3,Adult
fertilised,Tillia,TF5,2020,1,Diptera,Diptera,Asilidae,Predator,5,Adult
fertilised,Tillia,TF5,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2.3,Adult
fertilised,Tillia,TF5,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2.5,Adult
fertilised,Tillia,TF5,2020,1,Heteroptera,Heteroptera,NA,Sucking,2.2,Juvenile
fertilised,Tillia,TF5,2020,1,Heteroptera,Heteroptera,NA,Sucking,2.1,Juvenile
fertilised,Tillia,TF5,2020,1,Heteroptera,Heteroptera,NA,Sucking,1.8,Juvenile
fertilised,Tillia,TF5,2020,1,Coleoptera,Coleoptera,Latridiidae,No relationship,2.1,Adult
fertilised,Tillia,TF5,2020,1,Curculionidae,Coleoptera,NA,Chewing,2,Adult
fertilised,Tillia,TF5,2020,1,Hymenoptera,Hymenoptera,Platygastridae,Predator,1.5,Adult
fertilised,Tillia,TF5,2020,1,Hymenoptera,Hymenoptera,Platygastridae,Predator,2.1,Adult
fertilised,Tillia,TF5,2020,1,Hymenoptera,Hymenoptera,Platygastridae,Predator,2.2,Adult
no predators+fertilised,Alnus,APF18,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3,Adult
no predators+fertilised,Alnus,APF18,2020,1,Araneae,Araneae,NA,Predator,2.8,Adult
no predators+fertilised,Alnus,APF18,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,10,NA
no predators+fertilised,Alnus,APF18,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,25,Juvenile
no predators+fertilised,Alnus,APF18,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
fertilised,Alnus,AF2,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,16,Juvenile
fertilised,Alnus,AF2,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,10,Juvenile
fertilised,Alnus,AF2,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,40,NA
fertilised,Alnus,AF2,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,40,NA
fertilised,Alnus,AF2,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3,Adult
fertilised,Alnus,AF2,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3.2,Adult
fertilised,Alnus,AF2,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2.6,Adult
fertilised,Alnus,AF2,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2.5,Adult
fertilised,Alnus,AF2,2020,1,Elateridae,Coleoptera,NA,Chewing,7,Adult
fertilised,Alnus,AF2,2020,1,Coleoptera,Coleoptera,Latridiidae,No relationship,2,Adult
fertilised,Alnus,AF2,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.8,Adult
fertilised,Alnus,AF2,2020,1,Psocoptera,Psocoptera,NA,No relationship,3.2,Adult
fertilised,Alnus,AF2,2020,1,Ixodoidea,Ixodoidea,NA,No relationship,2.5,Adult
fertilised,Alnus,AF2,2020,1,Araneae,Araneae,NA,Predator,1.2,Adult
fertilised,Alnus,AF2,2020,1,Collembola,Collembola,NA,No relationship,2,Adult
fertilised,Alnus,AF2,2020,1,Diptera,Diptera,Asilidae,Predator,3.4,Adult
fertilised,Alnus,AF2,2020,1,Chrysopidae,Neuroptera,NA,Predator,2.2,Juvenile
control,Tillia,TC10,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,2.5,Adult
control,Tillia,TC13,2021,1,Hymenoptera,Hymenoptera,Platygastridae,Predator,2.5,Adult
control,Tillia,TC13,2021,1,diptera,diptera,platypalpus,Predator,2.5,Adult
control,Tillia,TC9,2021,1,diptera,diptera,platypalpus,Predator,2.5,Adult
control,Alnus,AC10,2020,1,Heteroptera,Heteroptera,Reduviidae,Predator,2.6,Juvenile
control,Tillia,TC12,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,2.7,Adult
control,Alnus,AC13,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2.8,Adult
control,Alnus,AC9,2020,1,Araneae,Araneae,NA,Predator,2.8,Adult
control,Alnus,AC11,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2.8,Adult
control,Tillia,TC13,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.8,Adult
control,Tillia,TC9,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.8,Adult
control,Tillia,TC11,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2.8,Adult
control,Alnus,AC8,2021,1,diptera,diptera,platypalpus,Predator,2.8,Adult
control,Alnus,AC10,2021,1,diptera,diptera,MYCetophilidae,No relationship,2.8,Adult
control,Alnus,AC13,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2.9,Adult
control,Tillia,TC13,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2.9,Adult
control,Alnus,AC11,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,3,Adult
control,Tillia,TC14,2021,1,Coleoptera,Coleoptera,curculionidae,Chewing,3,Adult
control,Tillia,TC14,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,3,Adult
control,Alnus,AC9,2021,1,coleoptera,Coleoptera,CHRYSOMELIDAE,Chewing,3,Adult
control,Alnus,AC10,2021,1,Coleoptera,Coleoptera,curculionidae,Chewing,3,Adult
control,Alnus,AC9,2020,1,Auchenorrhyncha,Heteroptera,NA,Sucking,3,Juvenile
control,Alnus,AC9,2020,1,Hymenoptera,Hymenoptera,Ichneumonidae,Predator,3,Adult
control,Alnus,AC11,2020,1,Araneae,Araneae,NA,Predator,3,Adult
control,Alnus,AC11,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3,Adult
control,Alnus,AC12,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3,Adult
control,Tillia,TC13,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3,Adult
control,Tillia,TC14,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3,Adult
no predators,Alnus,APC27,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,7,Juvenile
fertilised,Alnus,AF4,2020,1,Araneae,Araneae,NA,Predator,3,Adult
fertilised,Alnus,AF4,2020,1,Araneae,Araneae,NA,Predator,4,Adult
fertilised,Alnus,AF4,2020,1,Heteroptera,Heteroptera,NA,Sucking,5,Juvenile
fertilised,Alnus,AF4,2020,1,Heteroptera,Heteroptera,Reduvidae,Predator,3,Juvenile
fertilised,Alnus,AF4,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,10,Juvenile
fertilised,Alnus,AF4,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,8,Juvenile
fertilised,Alnus,AF4,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,15,Juvenile
fertilised,Alnus,AF4,2020,1,Curculionidae,Coleoptera,NA,Chewing,7,Adult
fertilised,Alnus,AF4,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,3,Adult
fertilised,Alnus,AF4,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,4,Juvenile
fertilised,Alnus,AF4,2020,1,Diptera,Diptera,Asilidae,Predator,7,Adult
fertilised,Alnus,AF4,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,40,NA
fertilised,Alnus,AF4,2020,1,Opiliones,Opiliones,NA,Predator,1.1,Adult
fertilised,Alnus,AF4,2020,1,Hymenoptera,Hymenoptera,Diapriidae,Predator,2.5,Adult
fertilised,Alnus,AF4,2020,1,Auchenorrhyncha,Heteroptera,NA,Sucking,2,Juvenile
fertilised,Alnus,AF4,2020,1,Hymenoptera,Hymenoptera,Apoidea,No relationship,12,Adult
no predators,Alnus,APC22,2020,1,Araneae,Araneae,NA,Predator,2.8,Adult
no predators,Alnus,APC22,2020,1,Hemerobiidae,Neuroptera,NA,Predator,5,Adult
no predators,Alnus,APC22,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,10,NA
no predators,Alnus,APC22,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,10,NA
no predators,Alnus,APC22,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,10,NA
no predators,Alnus,APC22,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,10,NA
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1,Juvenile
no predators,Alnus,APC22,2020,1,Sternorrhyncha,Heteroptera,Aphidoidea,Sucking,1.2,Juvenile
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,5,Adult
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.5,Adult
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,5.8,Adult
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.5,Adult
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.9,Adult
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,3.2,Adult
no predators,Alnus,APC22,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
no predators,Alnus,APC26,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,7,Adult
no predators,Tillia,TPC25,2021,1,Gastropoda,Gastropoda,NA,Chewing,7,NA
control,Tillia,TC10,2020,1,Psocoptera,Psocoptera,NA,No relationship,3,Adult
control,Tillia,TC9,2020,1,Araneae,Araneae,Tomisidae,Predator,3,Adult
control,Tillia,TC11,2020,1,Psocoptera,Psocoptera,NA,No relationship,3,Adult
control,Tillia,TC11,2020,1,Psocoptera,Psocoptera,NA,No relationship,3,Adult
control,Tillia,TC11,2020,1,Hymenoptera,Hymenoptera,Ichneumonidae,Predator,3,Adult
control,Tillia,TC10,2021,1,auchenorrhyncha,Heteroptera,NA,Sucking,3,Juvenile
control,Tillia,TC14,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,3,Juvenile
control,Tillia,TC11,2021,1,diptera,diptera,SCIARIDAE,No relationship,3,Adult
control,Alnus,AC9,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
control,Tillia,TC12,2021,1,araneae,araneae,NA,Predator,3,NA
control,Tillia,TC12,2021,1,diptera,diptera,Asilidae,Predator,3,Adult
control,Tillia,TC12,2021,1,Hymenoptera,Hymenoptera,Braconidae,Predator,3,Adult
control,Tillia,TC13,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
control,Alnus,AC8,2021,1,Hymenoptera,Hymenoptera,ichneumonidae,Predator,3,Adult
control,Alnus,AC8,2021,1,Hymenoptera,Hymenoptera,NA,Predator,3,Adult
control,Alnus,AC13,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3.1,Adult
control,Alnus,AC13,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3.1,Adult
control,Alnus,AC11,2020,1,Diptera,Diptera,NA,No relationship,3.1,Adult
no predators,Tillia,TPC24,2021,1,Coleoptera,Coleoptera,curculionidae,Chewing,7,Adult
no predators,Alnus,APC28,2020,1,hymenoptera,hymenoptera,ant,Predator,4,Adult
no predators,Alnus,APC28,2020,1,hymenoptera,hymenoptera,ant,Predator,4,Adult
no predators,Alnus,APC28,2020,1,hymenoptera,hymenoptera,ant,Predator,4,Adult
no predators,Alnus,APC28,2020,1,hymenoptera,hymenoptera,ant,Predator,4,Adult
no predators,Alnus,APC28,2020,1,hymenoptera,hymenoptera,ant,Predator,4,Adult
no predators,Alnus,APC28,2020,1,hymenoptera,hymenoptera,ant,Predator,4.5,Adult
no predators,Alnus,APC28,2020,1,hymenoptera,hymenoptera,ant,Predator,4,Adult
no predators,Alnus,APC28,2020,1,hymenoptera,hymenoptera,ant,Predator,5,Adult
no predators,Alnus,APC28,2020,1,hymenoptera,hymenoptera,ant,Predator,4,Adult
no predators,Alnus,APC28,2020,1,hymenoptera,hymenoptera,ant,Predator,4.5,Adult
no predators,Alnus,APC28,2020,1,araneae,araneae,NA,Predator,3,Adult
no predators,Tillia,TPC24,2021,1,Coleoptera,Coleoptera,curculionidae,Chewing,7,Adult
no predators,Alnus,APC28,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,4,Juvenile
no predators,Alnus,APC28,2020,1,araneae,araneae,NA,Predator,3,Adult
no predators,Alnus,APC28,2020,1,Cucujoidea,Coleoptera,NA,No relationship,2.1,Adult
no predators,Alnus,APC28,2020,1,Diptera,Diptera,NA,No relationship,3.5,Adult
no predators,Alnus,APC28,2020,1,heteroptera,Heteroptera,NA,Sucking,2,Juvenile
no predators+fertilised,Alnus,APF20,2020,1,hymenoptera,hymenoptera,NA,Chewing,18,Juvenile
no predators+fertilised,Alnus,APF20,2020,1,Diptera,Diptera,NA,Predator,8,Adult
no predators+fertilised,Alnus,APF20,2020,1,Psocoptera,Psocoptera,NA,No relationship,3,Adult
no predators+fertilised,Alnus,APF20,2020,1,Ixodoidea,Ixodoidea,NA,No relationship,1,Juvenile
